City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
261,Luang Prabang,LA,19.8856,102.1347,55.69,87,0,1.28,clear sky,2023-01-07 19:41:31
262,Saint-Augustin,CA,51.226,-58.6502,17.33,77,98,1.61,overcast clouds,2023-01-07 19:41:31
263,Ust-Nera,RU,64.5667,143.2,-33.57,99,100,2.95,overcast clouds,2023-01-07 19:32:40
264,Aklavik,CA,68.2191,-135.0107,-0.4,85,100,2.3,light snow,2023-01-07 19:32:19
265,Basco,PH,20.4487,121.9702,74.48,75,54,20.07,broken clouds,2023-01-07 19:41:33
266,Constantine,DZ,36.365,6.6147,47.61,76,0,2.3,clear sky,2023-01-07 19:41:33
267,Yarensk,RU,62.1675,49.0916,-19.01,98,52,5.17,broken clouds,2023-01-07 19:41:34
268,Derby,GB,52.9228,-1.4766,46.47,89,20,13.8,few clouds,2023-01-07 19:41:34
269,Asau,RO,46.4333,26.4,34.72,88,100,2.39,overcast clouds,2023-01-07 19:33:04
270,Port Macquarie,AU,-31.4333,152.9167,64.89,86,89,10.4,overcast clouds,2023-01-07 19:41:35
271,Sidi Ali,DZ,36.0998,0.4206,52.7,83,0,6.98,clear sky,2023-01-07 19:41:35
272,Tuatapere,NZ,-46.1333,167.6833,54.57,71,8,4.52,clear sky,2023-01-07 19:32:09
273,Bandar,ID,2.05,99.75,71.19,96,100,2.15,overcast clouds,2023-01-07 19:41:36
274,San Vicente,AR,-26.6167,-54.1333,86.04,22,0,5.82,clear sky,2023-01-07 19:41:36
275,Yulara,AU,-25.2406,130.9889,64.4,84,100,17.54,overcast clouds,2023-01-07 19:41:36
276,Waingapu,ID,-9.6567,120.2641,78.4,77,99,10.71,overcast clouds,2023-01-07 19:34:15
277,Mehamn,NO,71.0357,27.8492,12.15,73,47,19.57,scattered clouds,2023-01-07 19:32:18
278,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,82,75,13.24,broken clouds,2023-01-07 19:34:01
279,Mashivka,UA,49.4431,34.8669,16.57,47,41,5.79,scattered clouds,2023-01-07 19:41:37
280,Cabanas,CU,22.9758,-82.9219,79.84,61,34,13.76,scattered clouds,2023-01-07 19:41:38
281,Padang,ID,-0.9492,100.3543,75.16,86,97,2.44,overcast clouds,2023-01-07 19:41:38
282,San Patricio,US,28.017,-97.5169,81.16,68,100,12.44,overcast clouds,2023-01-07 19:41:39
283,Laguna,US,38.421,-121.4238,62.17,66,75,13.8,broken clouds,2023-01-07 19:41:39
284,Henties Bay,NA,-22.116,14.2845,63.52,85,4,0.54,clear sky,2023-01-07 19:32:06
285,San Juan Del Cesar,CO,10.7711,-73.0031,92.35,45,18,11.43,few clouds,2023-01-07 19:41:39
286,Truth Or Consequences,US,33.1284,-107.2528,53.91,39,0,11.5,clear sky,2023-01-07 19:41:40
287,Hofn,IS,64.2539,-15.2082,35.04,70,100,20.13,overcast clouds,2023-01-07 19:41:40
288,Cazones,MX,20.7167,-97.3167,80.4,69,40,0.0,scattered clouds,2023-01-07 19:41:41
289,Severodvinsk,RU,64.5635,39.8302,-7.49,99,84,3.87,broken clouds,2023-01-07 19:41:41
290,Champerico,GT,14.3,-91.9167,91.94,62,3,9.91,clear sky,2023-01-07 19:33:39
291,Cap Malheureux,MU,-19.9842,57.6142,79.47,71,4,5.99,clear sky,2023-01-07 19:41:42
292,Manokwari,ID,-0.8667,134.0833,78.01,84,100,5.75,overcast clouds,2023-01-07 19:41:42
293,Russellville,US,35.2784,-93.1338,65.05,65,0,9.22,clear sky,2023-01-07 19:41:32
294,Spas-Klepiki,RU,55.1347,40.1767,-5.62,91,43,5.06,scattered clouds,2023-01-07 19:41:43
295,Luanda,AO,-8.8368,13.2343,80.6,74,75,10.36,broken clouds,2023-01-07 19:41:43
296,Pisco,PE,-13.7,-76.2167,72.01,78,40,10.36,scattered clouds,2023-01-07 19:41:44
297,Sola,VU,-13.8833,167.55,82.09,73,100,12.12,overcast clouds,2023-01-07 19:33:49
298,Ilulissat,GL,69.2167,-51.1,15.82,73,75,0.0,broken clouds,2023-01-07 19:32:06
299,Port Hedland,AU,-20.3167,118.5667,80.65,89,100,13.8,overcast clouds,2023-01-07 19:41:44
300,Diamantino,BR,-14.4086,-56.4461,82.24,70,100,4.21,overcast clouds,2023-01-07 19:33:00
301,Bairiki,KI,1.3292,172.9752,80.6,83,20,8.05,few clouds,2023-01-07 19:31:46
302,La Gomera,GT,14.0833,-91.05,89.1,41,3,8.1,clear sky,2023-01-07 19:41:45
303,Vostok,RU,46.4856,135.8833,-11.4,97,30,4.72,scattered clouds,2023-01-07 19:32:53
304,Kupang,ID,-10.1667,123.5833,77.49,86,41,6.96,scattered clouds,2023-01-07 19:41:46
305,Richards Bay,ZA,-28.783,32.0377,65.05,82,39,5.7,scattered clouds,2023-01-07 19:41:46
306,Luganville,VU,-15.5333,167.1667,80.02,84,100,5.77,overcast clouds,2023-01-07 19:41:47
307,Kahului,US,20.8947,-156.47,75.22,68,0,3.44,clear sky,2023-01-07 19:32:28
308,Lagos,NG,6.5833,3.75,77.59,85,25,5.64,scattered clouds,2023-01-07 19:40:03
309,Iracoubo,GF,5.4802,-53.2011,76.62,88,100,12.1,overcast clouds,2023-01-07 19:41:47
310,Porto Uniao,BR,-26.2381,-51.0783,79.03,41,1,6.98,clear sky,2023-01-07 19:41:48
311,Tucuman,AR,-26.8241,-65.2226,89.6,43,75,10.36,broken clouds,2023-01-07 19:41:48
312,Sokoni,TZ,-6.4333,39.55,80.46,81,13,11.3,few clouds,2023-01-07 19:41:49
313,Koindu,GN,8.4386,-10.3253,75.61,32,10,1.3,clear sky,2023-01-07 19:41:50
314,Hamilton,US,39.1834,-84.5333,44.44,64,0,5.75,clear sky,2023-01-07 19:32:27
315,Cuiluan,CN,47.72,128.648,-12.37,100,66,2.04,broken clouds,2023-01-07 19:41:51
316,San Martin,AR,-33.081,-68.4681,93.74,17,100,18.01,overcast clouds,2023-01-07 19:41:51
317,Luena,AO,-11.7833,19.9167,62.69,93,84,3.89,broken clouds,2023-01-07 19:41:51
318,Saint Paul,US,44.9444,-93.0933,25.63,74,0,3.44,haze,2023-01-07 19:37:26
319,Sandane,NO,61.7728,6.215,50.22,81,100,0.0,overcast clouds,2023-01-07 19:41:52
320,Mineiros,BR,-17.5694,-52.5511,73.85,85,100,6.8,moderate rain,2023-01-07 19:41:52
321,Svetlogorsk,BY,52.6333,29.7333,13.53,68,86,8.9,overcast clouds,2023-01-07 19:41:53
322,Severo-Yeniseyskiy,RU,60.3725,93.0408,-10.64,98,100,2.48,overcast clouds,2023-01-07 19:41:53
323,Kazachinskoye,RU,57.6953,93.2761,4.69,97,100,3.36,light snow,2023-01-07 19:41:54
324,Nguruka,TZ,-5.1092,31.0419,64.22,94,83,3.33,light rain,2023-01-07 19:41:54
325,Warmbad,NA,-28.45,18.7333,81.03,14,0,7.0,clear sky,2023-01-07 19:41:55
326,Cornelio Procopio,BR,-23.1811,-50.6467,71.94,63,100,10.33,overcast clouds,2023-01-07 19:41:55
327,Bratsk,RU,56.1325,101.6142,1.89,100,81,2.84,broken clouds,2023-01-07 19:37:46
328,Beidao,CN,34.5686,105.8933,36.7,70,0,1.95,clear sky,2023-01-07 19:41:56
329,Denpasar,ID,-8.65,115.2167,80.26,83,40,5.75,scattered clouds,2023-01-07 19:40:09
330,Manjacaze,MZ,-24.7117,33.8828,72.21,62,98,13.87,overcast clouds,2023-01-07 19:41:56
331,Houma,US,29.5958,-90.7195,76.01,70,0,11.5,clear sky,2023-01-07 19:28:43
332,Dudinka,RU,69.4058,86.1778,-30.91,97,100,7.14,overcast clouds,2023-01-07 19:41:57
333,Zhigansk,RU,66.7697,123.3711,-24.56,98,100,5.35,overcast clouds,2023-01-07 19:41:57
334,Sal Rei,CV,16.1833,-22.9167,75.4,64,0,17.27,clear sky,2023-01-07 19:41:58
335,Camacha,PT,33.0833,-16.3333,63.82,72,20,11.5,few clouds,2023-01-07 19:33:26
336,Ovsyanka,RU,55.9575,92.5519,2.37,96,99,5.23,overcast clouds,2023-01-07 19:41:58
337,Oussouye,SN,12.485,-16.5469,82.49,27,100,9.1,overcast clouds,2023-01-07 19:41:59
338,Angoram,PG,-4.0625,144.0661,74.53,96,100,0.51,overcast clouds,2023-01-07 19:41:59
339,Nyagan,RU,62.1406,65.3936,-16.22,94,100,11.7,overcast clouds,2023-01-07 19:42:00
340,Sobolevo,RU,54.4299,31.8996,4.64,91,100,4.88,overcast clouds,2023-01-07 19:42:00
341,Puerto Escondido,MX,15.85,-97.0667,86.83,62,0,5.75,clear sky,2023-01-07 19:29:16
342,Zhengjiatun,CN,43.5064,123.5064,17.1,76,100,8.1,overcast clouds,2023-01-07 19:42:01
343,Mayo,US,38.8876,-76.5119,50.22,45,75,10.36,broken clouds,2023-01-07 19:42:01
344,Mount Gambier,AU,-37.8333,140.7667,66.79,44,0,8.55,clear sky,2023-01-07 19:28:47
345,Ballitoville,ZA,-29.539,31.2144,67.24,88,40,1.14,scattered clouds,2023-01-07 19:42:02
346,Bandarbeyla,SO,9.4942,50.8122,76.69,76,18,16.2,few clouds,2023-01-07 19:42:02
347,Porto Velho,BR,-8.7619,-63.9039,82.45,74,75,3.44,broken clouds,2023-01-07 19:42:03
348,Noumea,NC,-22.2763,166.4572,81.0,99,100,3.87,overcast clouds,2023-01-07 19:42:03
349,Arrecife,ES,28.963,-13.5477,66.18,72,20,6.91,few clouds,2023-01-07 19:42:04
350,Cedartown,US,34.0537,-85.255,62.35,62,99,1.61,overcast clouds,2023-01-07 19:42:04
351,Avera,US,33.194,-82.5271,65.37,37,7,6.11,clear sky,2023-01-07 19:42:04
352,Trincomalee,LK,8.5711,81.2335,78.35,78,100,18.7,overcast clouds,2023-01-07 19:42:05
353,Peace River,CA,56.2501,-117.286,19.71,93,75,4.61,broken clouds,2023-01-07 19:39:21
354,Jacareacanga,BR,-6.2222,-57.7528,81.39,81,48,2.93,moderate rain,2023-01-07 19:42:05
355,Saint-Pierre,RE,-21.3393,55.4781,78.48,65,35,4.61,scattered clouds,2023-01-07 19:34:09
356,Les Cayes,HT,18.2,-73.75,81.84,60,16,9.31,few clouds,2023-01-07 19:42:06
357,Muroto,JP,33.2833,134.15,48.15,58,2,10.4,clear sky,2023-01-07 19:42:06
358,Vila Velha,BR,-20.3297,-40.2925,75.15,92,75,10.36,broken clouds,2023-01-07 19:32:56
359,Aripuana,BR,-9.1667,-60.6333,78.4,77,99,2.13,overcast clouds,2023-01-07 19:42:08
360,Urumqi,CN,43.801,87.6005,11.35,85,85,2.24,mist,2023-01-07 19:42:09
361,Cayenne,GF,4.9333,-52.3333,75.24,94,100,5.75,overcast clouds,2023-01-07 19:33:52
362,Nuuk,GL,64.1835,-51.7216,23.61,100,100,10.36,shower snow,2023-01-07 19:28:05
363,Batticaloa,LK,7.7102,81.6924,76.12,87,97,12.1,overcast clouds,2023-01-07 19:42:09
364,Vila Do Maio,CV,15.1333,-23.2167,74.19,74,100,17.72,overcast clouds,2023-01-07 19:42:10
365,Salekhard,RU,66.53,66.6019,-40.27,98,41,5.64,scattered clouds,2023-01-07 19:42:10
366,Ucluelet,CA,48.9329,-125.5528,48.09,89,100,1.01,overcast clouds,2023-01-07 19:42:11
367,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,67,20,8.05,few clouds,2023-01-07 19:28:03
368,Kautokeino,NO,69.0125,23.0412,-5.57,100,100,2.55,overcast clouds,2023-01-07 19:42:11
369,Harper,LR,4.375,-7.7169,79.65,81,63,7.78,broken clouds,2023-01-07 19:42:11
370,Bonavista,CA,48.6499,-53.1147,28.99,75,100,7.2,overcast clouds,2023-01-07 19:42:12
371,Mandera,KE,3.9366,41.867,86.88,27,2,8.88,clear sky,2023-01-07 19:42:12
372,Carbonia,IT,39.1672,8.5222,52.02,86,0,0.69,clear sky,2023-01-07 19:42:13
373,Kysyl-Syr,RU,63.8986,122.7617,-20.42,98,100,6.93,overcast clouds,2023-01-07 19:42:13
374,Kirando,TZ,-7.4167,30.6,71.31,82,80,3.67,broken clouds,2023-01-07 19:42:14
375,Flinders,AU,-34.5833,150.8552,60.26,88,95,1.99,overcast clouds,2023-01-07 19:33:43
376,Yurga,RU,55.7231,84.8861,22.51,86,100,16.64,overcast clouds,2023-01-07 19:42:14
377,Wilmington,US,34.2257,-77.9447,58.95,49,0,4.0,clear sky,2023-01-07 19:38:03
378,Iqaluit,CA,63.7506,-68.5145,-16.87,76,75,12.66,broken clouds,2023-01-07 19:42:15
379,Surab,PK,28.4914,66.2585,48.45,48,65,4.79,broken clouds,2023-01-07 19:42:15
380,Bahia Honda,CU,22.9036,-83.1592,80.92,59,19,12.93,few clouds,2023-01-07 19:42:16
381,Ust-Tsilma,RU,65.441,52.1498,-40.09,100,54,2.95,broken clouds,2023-01-07 19:42:16
382,Nantucket,US,41.2835,-70.0995,44.71,70,75,8.05,broken clouds,2023-01-07 19:33:55
383,Barjora,IN,23.4333,87.2833,54.77,31,0,9.1,clear sky,2023-01-07 19:42:17
384,Westport,US,41.1415,-73.3579,45.9,64,100,11.5,overcast clouds,2023-01-07 19:29:12
385,Orapa,BW,-21.2833,25.3667,68.34,71,100,21.16,overcast clouds,2023-01-07 19:42:17
386,Iquique,CL,-20.2208,-70.1431,73.44,66,31,10.22,scattered clouds,2023-01-07 19:38:08
387,Iquitos,PE,-3.7481,-73.2472,84.24,79,75,3.44,broken clouds,2023-01-07 19:42:18
388,Irtyshskiy,RU,58.3333,68.1333,1.63,93,100,13.11,overcast clouds,2023-01-07 19:42:18
389,Kostino,RU,58.9097,53.2691,-14.03,100,100,3.98,overcast clouds,2023-01-07 19:42:19
390,Kutum,SD,14.2,24.6667,60.24,22,4,6.67,clear sky,2023-01-07 19:42:19
391,Colonia,DE,50.9333,6.95,52.88,75,0,12.66,clear sky,2023-01-07 19:39:22
392,Pingliang,CN,35.5392,106.6861,36.27,27,3,3.33,clear sky,2023-01-07 19:33:55
393,Agadez,NE,19.75,10.25,64.2,30,11,5.75,few clouds,2023-01-07 19:42:20
394,Chokurdakh,RU,70.6333,147.9167,-31.88,98,100,4.65,overcast clouds,2023-01-07 19:40:27
395,Porto Santo,PT,33.072,-16.3415,66.58,72,20,11.5,few clouds,2023-01-07 19:42:21
396,Santander,ES,43.4647,-3.8044,55.45,92,75,1.99,broken clouds,2023-01-07 19:42:21
397,Maun,BW,-19.9833,23.4167,82.36,39,0,11.5,clear sky,2023-01-07 19:42:22
398,Port Shepstone,ZA,-30.7414,30.455,65.3,79,0,8.41,clear sky,2023-01-07 19:42:22
399,Alibag,IN,18.6411,72.8792,80.67,67,0,6.33,clear sky,2023-01-07 19:42:22
400,Stykkisholmur,IS,65.0757,-22.7297,33.94,86,100,29.46,overcast clouds,2023-01-07 19:42:23
401,Przhevalskoye,RU,55.5093,31.8482,5.97,82,100,4.18,overcast clouds,2023-01-07 19:42:23
402,Grindavik,IS,63.8424,-22.4338,32.47,80,100,11.5,overcast clouds,2023-01-07 19:42:24
403,Tilichiki,RU,60.4667,166.1,-23.48,92,53,10.54,broken clouds,2023-01-07 19:33:40
404,Qui Nhon,VN,13.7667,109.2333,68.16,90,100,14.9,overcast clouds,2023-01-07 19:42:24
405,Sao Filipe,CV,14.8961,-24.4956,73.54,66,15,13.73,few clouds,2023-01-07 19:42:25
406,Shingu,JP,33.7333,135.9833,45.52,69,41,8.37,scattered clouds,2023-01-07 19:34:01
407,Santa Cruz,BO,-17.8,-63.1667,93.25,38,40,9.22,scattered clouds,2023-01-07 19:42:26
408,Creel,MX,27.75,-107.6333,58.69,23,1,18.12,clear sky,2023-01-07 19:42:27
409,Maniitsoq,GL,65.4167,-52.9,21.38,74,100,5.48,overcast clouds,2023-01-07 19:42:27
410,Ayagoz,KZ,47.9714,80.4392,28.35,96,100,5.19,overcast clouds,2023-01-07 19:42:29
411,Saint-Francois,FR,46.4154,3.9054,53.04,70,0,12.66,clear sky,2023-01-07 19:42:29
412,Eureka,US,40.8021,-124.1637,56.93,70,100,11.99,overcast clouds,2023-01-07 19:42:03
413,Sungaipenuh,ID,-2.0833,101.3833,62.08,98,95,1.3,overcast clouds,2023-01-07 19:42:30
414,Ahipara,NZ,-35.1667,173.1667,69.84,81,6,2.37,clear sky,2023-01-07 19:32:55
415,Ambulu,ID,-8.345,113.6058,76.82,86,70,1.92,broken clouds,2023-01-07 19:42:30
416,Vaitape,PF,-16.5167,-151.75,80.98,66,18,1.7,few clouds,2023-01-07 19:42:31
417,Vardo,NO,70.3705,31.1107,12.18,92,14,14.97,few clouds,2023-01-07 19:42:31
418,Aksarka,RU,66.5606,67.7975,-41.51,99,57,5.46,broken clouds,2023-01-07 19:42:32
419,Parana,AR,-31.732,-60.5238,100.51,26,95,11.56,overcast clouds,2023-01-07 19:42:32
420,Aktau,KZ,43.65,51.2,25.38,63,100,23.96,overcast clouds,2023-01-07 19:42:32
421,Okato,NZ,-39.2,173.8833,62.19,88,99,24.0,overcast clouds,2023-01-07 19:42:33
422,Shimoda,JP,34.6667,138.95,45.14,69,5,5.14,clear sky,2023-01-07 19:42:33
423,Oktyabrskoye,RU,43.0645,44.7417,17.74,93,100,6.71,light snow,2023-01-07 19:42:34
424,Sorong,ID,-0.8833,131.25,80.96,78,100,10.54,overcast clouds,2023-01-07 19:42:34
425,Loding,NO,67.3,14.75,28.31,68,100,33.38,overcast clouds,2023-01-07 19:42:35
426,Cheney,US,47.4874,-117.5758,39.99,54,75,9.22,broken clouds,2023-01-07 19:41:27
427,Nishihara,JP,26.1842,127.7558,58.28,63,20,8.05,few clouds,2023-01-07 19:42:35
428,Lantawan,PH,10.6167,123.9833,76.69,85,100,11.86,moderate rain,2023-01-07 19:42:36
429,Hasaki,JP,35.7333,140.8333,30.6,60,7,9.98,clear sky,2023-01-07 19:33:32
430,Necochea,AR,-38.5473,-58.7368,89.37,30,96,16.42,overcast clouds,2023-01-07 19:42:36
431,Bonfim,BR,3.0833,-59.95,87.49,54,88,5.1,overcast clouds,2023-01-07 19:42:37
432,Flin Flon,CA,54.7682,-101.865,6.64,78,75,4.61,broken clouds,2023-01-07 19:42:37
433,Kedrovyy,RU,56.1667,91.8167,0.01,88,100,7.0,overcast clouds,2023-01-07 19:42:38
434,Brandon,US,27.9378,-82.2859,73.11,43,0,5.01,clear sky,2023-01-07 19:42:38
435,Wajir,KE,1.7471,40.0573,88.29,30,49,8.68,scattered clouds,2023-01-07 19:42:39
436,Codrington,AU,-38.2667,141.9667,65.3,49,0,7.36,clear sky,2023-01-07 19:42:39
437,Kampong Thum,KH,12.7111,104.8887,67.89,76,100,4.83,overcast clouds,2023-01-07 19:42:39
438,Ugoofaaru,MV,5.6667,73.0,80.74,73,5,9.44,clear sky,2023-01-07 19:42:40
439,Quesnel,CA,52.9999,-122.5029,39.7,65,40,9.22,scattered clouds,2023-01-07 19:40:10
440,Sao Francisco De Assis,BR,-29.5503,-55.1311,95.83,14,1,15.08,clear sky,2023-01-07 19:42:40
441,Dwarka,IN,22.2394,68.9678,71.65,68,0,9.93,clear sky,2023-01-07 19:42:41
442,Verkhoyansk,RU,67.5447,133.385,-58.49,100,63,2.04,broken clouds,2023-01-07 19:42:41
443,Ondjiva,AO,-17.0667,15.7333,78.85,21,100,5.23,overcast clouds,2023-01-07 19:42:41
444,Bardiyah,LY,31.7561,25.0865,59.34,74,0,8.63,clear sky,2023-01-07 19:42:42
445,La Ronge,CA,55.1001,-105.2842,10.65,72,20,2.3,few clouds,2023-01-07 19:42:42
446,Makhinjauri,GE,41.6739,41.694,37.26,100,100,8.05,overcast clouds,2023-01-07 19:42:43
447,Okmulgee,US,35.6234,-95.9605,55.51,35,0,9.22,clear sky,2023-01-07 19:42:43
448,Weligama,LK,5.9667,80.4167,73.22,91,83,5.32,broken clouds,2023-01-07 19:42:44
449,Altay,CN,47.8667,88.1167,19.38,84,59,5.99,broken clouds,2023-01-07 19:42:45
450,Kudahuvadhoo,MV,2.6708,72.8944,80.28,79,88,17.13,overcast clouds,2023-01-07 19:42:46
451,Qorveh,IR,35.1664,47.8045,28.36,80,52,4.47,broken clouds,2023-01-07 19:33:15
452,Abashiri,JP,44.0213,144.2697,19.83,92,100,5.19,light snow,2023-01-07 19:42:47
453,Izumo,JP,35.3667,132.7667,44.55,71,91,12.03,overcast clouds,2023-01-07 19:42:47
454,Aleksandrov Gay,RU,50.147,48.5704,0.23,79,6,14.45,clear sky,2023-01-07 19:42:47
455,Inhambane,MZ,-23.865,35.3833,73.38,100,75,11.5,drizzle,2023-01-07 19:42:48
456,Kamenka,RU,51.3223,42.7678,-1.43,91,45,8.16,scattered clouds,2023-01-07 19:42:48
457,Guiglo,CI,6.5456,-7.4966,80.98,39,57,2.42,broken clouds,2023-01-07 19:42:49
458,Sechura,PE,-5.5569,-80.8222,77.45,59,33,15.9,scattered clouds,2023-01-07 19:42:49
459,Nakhodka,RU,42.8333,132.8947,15.96,73,2,6.8,clear sky,2023-01-07 19:42:50
460,Kondinskoye,RU,59.6481,67.41,-5.06,97,100,15.46,light snow,2023-01-07 19:42:50
461,Nara,JP,34.6851,135.8049,42.49,69,98,3.67,overcast clouds,2023-01-07 19:33:33
462,Pitimbu,BR,-7.4706,-34.8086,84.79,73,78,11.27,broken clouds,2023-01-07 19:42:51
463,Naryan-Mar,RU,67.6713,53.087,-34.22,100,30,3.69,scattered clouds,2023-01-07 19:42:51
464,Jerez,GT,14.1,-89.75,82.85,45,40,9.22,scattered clouds,2023-01-07 19:42:51
465,Lethem,GY,3.3803,-59.7968,87.73,55,94,6.2,overcast clouds,2023-01-07 19:42:52
466,Ketchikan,US,55.3422,-131.6461,46.38,87,100,19.57,moderate rain,2023-01-07 19:42:52
467,Bol,TD,13.4586,14.7147,72.19,39,5,13.82,clear sky,2023-01-07 19:42:53
468,Mogadishu,SO,2.0371,45.3438,78.15,86,11,19.77,few clouds,2023-01-07 19:40:01
469,Narragansett,US,41.4501,-71.4495,44.85,74,75,17.27,broken clouds,2023-01-07 19:42:53
470,Falmouth,GB,50.1544,-5.0711,50.58,76,40,21.85,scattered clouds,2023-01-07 19:38:58
471,Diffa,NE,13.3154,12.6113,69.17,18,47,9.84,scattered clouds,2023-01-07 19:42:54
472,Nagato,JP,34.3833,131.2,43.23,65,5,9.91,clear sky,2023-01-07 19:42:54
473,Lazaro Cardenas,MX,17.9583,-102.2,83.3,57,0,9.01,clear sky,2023-01-07 19:42:55
474,Tlaltenango,MX,19.1667,-98.3333,70.84,20,0,2.75,clear sky,2023-01-07 19:42:55
475,Edd,ER,13.9297,41.6925,78.53,71,0,5.35,clear sky,2023-01-07 19:42:55
476,Burley,US,42.5357,-113.7928,39.29,86,0,5.75,clear sky,2023-01-07 19:40:14
477,Along,IN,28.1667,94.7667,48.43,58,0,1.86,clear sky,2023-01-07 19:42:56
478,Haines Junction,CA,60.7522,-137.5108,17.28,95,100,2.01,overcast clouds,2023-01-07 19:42:56
479,Gazanjyk,TM,39.2446,55.5154,45.45,80,68,2.59,broken clouds,2023-01-07 19:42:57
480,Ginir,ET,7.1333,40.7,59.95,43,4,4.63,clear sky,2023-01-07 19:42:57
481,Natchez,US,31.5604,-91.4032,75.42,63,40,11.5,scattered clouds,2023-01-07 19:42:58
482,Opuwo,NA,-18.0607,13.84,77.68,26,95,10.09,overcast clouds,2023-01-07 19:42:58
483,Mahanoro,MG,-19.9,48.8,76.33,88,8,4.43,light rain,2023-01-07 19:42:58
484,Monterey,US,36.2505,-121.2516,57.18,1,100,10.98,overcast clouds,2023-01-07 19:42:59
485,Doha,QA,25.2867,51.5333,64.38,70,0,6.91,clear sky,2023-01-07 19:42:59
486,Isilkul,RU,54.9109,71.2728,12.38,95,100,10.33,light snow,2023-01-07 19:43:00
487,Beloha,MG,-25.1667,45.05,76.53,82,89,2.26,overcast clouds,2023-01-07 19:43:00
488,Kiyasovo,RU,56.3491,53.1244,-21.32,100,80,4.85,broken clouds,2023-01-07 19:43:00
489,Guangyuan,CN,32.442,105.823,43.12,85,0,2.64,clear sky,2023-01-07 19:43:01
490,Sorland,NO,67.667,12.6934,33.66,64,91,27.36,overcast clouds,2023-01-07 19:33:23
491,Kimbe,PG,-5.5502,150.1429,76.37,92,98,2.28,light rain,2023-01-07 19:43:01
492,Jacksonville,US,30.3322,-81.6556,70.05,39,0,4.61,clear sky,2023-01-07 19:38:39
493,Simbahan,PH,6.3032,120.5836,81.59,76,100,10.0,overcast clouds,2023-01-07 19:43:02
494,Clarence Town,AU,-32.5833,151.7833,67.86,93,100,3.58,overcast clouds,2023-01-07 19:43:02
495,Ati,TD,13.2154,18.3353,71.94,20,31,9.91,scattered clouds,2023-01-07 19:43:03
496,Bac Lieu,VN,9.285,105.7244,70.11,84,100,7.96,light rain,2023-01-07 19:41:53
497,Athabasca,CA,54.7169,-113.2854,18.01,83,22,5.77,few clouds,2023-01-07 19:43:03
498,Jizan,SA,17.3333,42.6667,77.94,69,6,4.76,clear sky,2023-01-07 19:43:05
499,Astoria,US,46.1879,-123.8313,47.71,95,100,5.75,light rain,2023-01-07 19:43:05
500,Ilebo,CD,-4.3167,20.5833,70.47,95,100,0.74,overcast clouds,2023-01-07 19:43:06
501,Venado Tuerto,AR,-33.7456,-61.9688,103.6,12,23,12.91,few clouds,2023-01-07 19:43:06
502,Nome,US,64.5011,-165.4064,17.67,93,100,4.61,overcast clouds,2023-01-07 19:43:06
503,Half Moon Bay,US,37.4636,-122.4286,62.55,48,40,18.41,haze,2023-01-07 19:43:07
504,Koygorodok,RU,60.445,50.9968,-11.97,100,100,3.62,overcast clouds,2023-01-07 19:43:07
505,Mont-Dore,NC,-22.2833,166.5833,81.0,99,100,3.98,overcast clouds,2023-01-07 19:43:08
506,Yar-Sale,RU,66.8333,70.8333,-37.68,100,84,6.76,broken clouds,2023-01-07 19:43:08
507,Renukut,IN,24.2,83.0333,43.59,40,0,4.0,clear sky,2023-01-07 19:43:08
508,Brae,GB,60.3964,-1.353,47.07,87,96,20.65,overcast clouds,2023-01-07 19:43:09
509,Cape Canaveral,US,28.4058,-80.6048,74.07,58,0,12.66,clear sky,2023-01-07 19:40:22
510,Sandviken,SE,60.6167,16.7667,35.55,99,100,9.51,snow,2023-01-07 19:43:09
511,Larisa,GR,39.6372,22.4203,42.69,87,20,0.0,few clouds,2023-01-07 19:43:10
512,Grand Gaube,MU,-20.0064,57.6608,79.38,71,5,5.99,clear sky,2023-01-07 19:43:10
513,Tiznit,MA,29.5833,-9.5,57.11,50,0,3.65,clear sky,2023-01-07 19:43:11
514,Aguililla,MX,18.7333,-102.7333,84.96,29,0,5.17,clear sky,2023-01-07 19:43:11
515,Panalingaan,PH,8.7842,117.4231,77.18,84,100,3.27,light rain,2023-01-07 19:43:12
516,Bhuj,IN,23.2667,69.6667,66.83,61,0,6.33,clear sky,2023-01-07 19:41:29
517,Soligalich,RU,59.0778,42.2864,-1.95,99,98,4.81,overcast clouds,2023-01-07 19:43:12
518,Kibre Mengist,ET,5.8833,38.9833,56.39,51,10,2.55,clear sky,2023-01-07 19:43:13
519,Mezen,RU,65.8522,44.24,-25.04,97,10,1.52,clear sky,2023-01-07 19:33:25
520,Havelock,US,34.8791,-76.9013,54.95,53,99,1.01,overcast clouds,2023-01-07 19:38:35
521,Batagay-Alyta,RU,67.8006,130.4114,-46.55,93,12,3.74,few clouds,2023-01-07 19:43:14
522,Bremervorde,DE,53.4833,9.1333,47.26,82,100,14.45,overcast clouds,2023-01-07 19:43:14
523,Anqing,CN,30.5092,117.0506,47.64,56,0,3.74,clear sky,2023-01-07 19:43:14
524,Makakilo City,US,21.3469,-158.0858,77.68,72,0,3.44,clear sky,2023-01-07 19:43:15
